Id_hp,Nama_hp,Brand,Harga,Ram,Memori_internal,Ukuran_layar,Resolusi_kamera,Kapasitas_baterai,Os,Rating_pengguna,Tahun_rilis,Stok_tersedia
609,Realme Max 21,Realme,20785861,6,64,6.5,50,5000,Android,4.2,2024,False
610,Realme Max 21,Realme,15879968,6,64,6.5,108,4000,Android,4.0,2024,True
611,Realme Max 23,Realme,9879436,6,512,5.5,108,4000,Android,1.4,2023,True
612,Realme Max 23,Realme,5328645,12,128,6.1,50,4000,Android,1.0,2023,False
613,Realme Max 23,Realme,22929823,6,128,6.1,50,4500,Android,2.2,2021,True
614,Realme Max 24,Realme,11743988,4,128,6.1,108,5000,Android,3.7,2022,False
615,Realme Max 24,Realme,4923462,16,64,6.4,48,6000,Android,4.1,2023,True
616,Realme Max 25,Realme,1575559,6,512,6.4,12,4000,Android,4.0,2021,True
617,Realme Max 26,Realme,20297304,8,128,6.5,12,5000,Android,1.9,2023,True
618,Realme Max 27,Realme,15725998,6,128,5.5,50,6000,Android,4.1,2022,False
619,Realme Max 5,Realme,6138119,8,256,6.1,12,6000,Android,4.0,2020,True
620,Realme Max 6,Realme,7497152,8,512,6.5,12,4500,Android,3.6,2022,False
621,Realme Max 6,Realme,20905286,6,128,6.1,64,4500,Android,2.8,2024,False
622,Realme Max 7,Realme,3013880,4,512,6.5,64,6000,Android,4.0,2021,True
623,Realme Max 7,Realme,5853359,12,64,6.4,64,6000,Android,3.9,2023,False
624,Realme Max 8,Realme,13534478,4,512,6.4,12,5000,Android,2.7,2023,False
625,Realme Note 11,Realme,2984139,6,64,6.8,108,4500,Android,2.8,2020,False
626,Realme Note 11,Realme,15805775,16,64,6.1,50,5000,Android,4.6,2019,False
627,Realme Note 12,Realme,22981641,4,64,6.7,48,5000,Android,4.5,2019,False
628,Realme Note 14,Realme,22315930,12,256,6.7,108,4000,Android,1.3,2021,True
629,Realme Note 16,Realme,11332930,6,256,6.5,108,4500,Android,4.3,2021,True
630,Realme Note 17,Realme,18249641,4,64,6.7,64,4000,Android,3.0,2021,False
631,Realme Note 19,Realme,7034483,8,512,6.8,108,5000,Android,2.6,2021,True
632,Realme Note 19,Realme,11862396,4,256,5.5,48,5000,Android,4.7,2021,False
633,Realme Note 20,Realme,12808275,6,128,6.1,12,6000,Android,1.7,2024,False
634,Realme Note 20,Realme,20037035,6,64,6.5,48,4500,Android,4.9,2024,False
635,Realme Note 20,Realme,9254151,16,512,6.1,108,5000,Android,2.6,2022,True
636,Realme Note 20,Realme,19772871,6,64,6.5,48,4500,Android,2.8,2023,False
637,Realme Note 21,Realme,6485656,6,128,6.8,50,4500,Android,1.9,2022,False
638,Realme Note 23,Realme,20711041,6,128,6.1,50,4500,Android,2.3,2019,False
639,Realme Note 24,Realme,11002841,12,64,6.4,64,4000,Android,3.2,2023,False
640,Realme Note 24,Realme,17017168,8,512,6.5,64,4000,Android,4.3,2022,False
641,Realme Note 24,Realme,10292705,6,512,6.7,48,4000,Android,4.2,2020,False
642,Realme Note 26,Realme,4237905,12,64,6.1,108,4500,Android,4.7,2020,True
643,Realme Note 27,Realme,18001352,4,512,5.5,12,5000,Android,3.3,2020,False
644,Realme Note 28,Realme,4237279,8,128,6.1,12,4000,Android,4.6,2019,False
645,Realme Note 28,Realme,14439693,16,256,6.7,12,4000,Android,3.9,2019,False
646,Realme Note 29,Realme,10062620,12,256,6.8,64,6000,Android,1.1,2020,True
647,Realme Note 29,Realme,15263465,12,256,6.7,50,4000,Android,1.5,2020,True
648,Realme Note 30,Realme,17264062,16,512,6.1,64,5000,Android,3.9,2022,False
649,Realme Note 30,Realme,6779277,8,256,6.8,108,4000,Android,1.8,2019,True
650,Realme Note 30,Realme,9660168,8,256,5.5,50,5000,Android,4.7,2024,False
651,Realme Note 5,Realme,19897555,4,64,6.4,50,4000,Android,3.5,2019,False
652,Realme Note 5,Realme,15253946,6,512,6.5,48,5000,Android,2.6,2022,False
653,Realme Note 5,Realme,19825594,8,256,6.4,108,6000,Android,4.3,2020,True
654,Realme Note 6,Realme,5528167,4,256,6.4,108,5000,Android,1.6,2023,True
655,Realme Note 7,Realme,10818303,6,128,6.7,48,4000,Android,3.9,2024,True
656,Realme Note 8,Realme,16362657,6,512,6.1,108,5000,Android,4.6,2020,True
657,Realme Note 9,Realme,7506925,6,512,6.8,64,4000,Android,4.5,2021,True
658,Realme Pro 10,Realme,17017365,8,256,6.7,12,4000,Android,1.8,2021,True
659,Realme Pro 11,Realme,18617484,4,128,5.5,64,4000,Android,3.6,2022,False
660,Realme Pro 12,Realme,18887834,6,256,6.8,12,6000,Android,1.6,2020,False
661,Realme Pro 12,Realme,20130131,4,256,5.5,108,4500,Android,4.0,2020,True
662,Realme Pro 14,Realme,17813919,8,512,6.5,12,4500,Android,4.9,2019,False
663,Realme Pro 18,Realme,14076457,16,256,6.8,50,6000,Android,4.3,2023,False
664,Realme Pro 18,Realme,7044421,8,512,6.8,108,4000,Android,3.1,2020,False
665,Realme Pro 18,Realme,5901275,6,256,6.5,50,4000,Android,4.0,2023,True
666,Realme Pro 18,Realme,13971670,16,512,5.5,64,4500,Android,1.0,2021,False
667,Realme Pro 21,Realme,6904008,12,256,6.8,64,5000,Android,2.2,2022,False
668,Realme Pro 22,Realme,14547695,12,256,5.5,12,4000,Android,4.0,2020,True
669,Realme Pro 23,Realme,6187084,6,128,6.7,48,4000,Android,1.9,2020,True
670,Realme Pro 25,Realme,8178293,16,512,6.8,12,6000,Android,4.4,2021,False
671,Realme Pro 25,Realme,23079442,16,128,5.5,48,4000,Android,2.0,2020,False
672,Realme Pro 26,Realme,6688030,12,256,6.5,12,6000,Android,4.3,2024,False
673,Realme Pro 27,Realme,21855150,8,256,6.8,50,6000,Android,2.0,2020,True
674,Realme Pro 28,Realme,21518192,6,64,6.7,48,4500,Android,1.5,2022,True
675,Realme Pro 29,Realme,14699576,12,64,6.7,50,4500,Android,4.3,2023,True
676,Realme Pro 29,Realme,14974339,12,512,6.8,48,4000,Android,1.6,2019,True
677,Realme Pro 30,Realme,17395387,16,64,6.5,50,5000,Android,3.6,2023,True
678,Realme Pro 5,Realme,21921655,12,256,6.7,108,4000,Android,2.7,2022,True
679,Realme Pro 7,Realme,2172249,12,256,6.7,50,4500,Android,2.1,2023,False
680,Realme Pro 8,Realme,8160880,6,64,6.4,12,4500,Android,4.6,2021,False
681,Realme Ultra 11,Realme,11028722,16,64,5.5,12,4500,Android,3.9,2024,True
682,Realme Ultra 11,Realme,2215478,16,256,6.4,108,4000,Android,1.4,2020,True
683,Realme Ultra 11,Realme,10749075,6,256,6.5,50,6000,Android,4.6,2023,True
684,Realme Ultra 13,Realme,18699830,8,256,5.5,50,5000,Android,4.6,2019,False
685,Realme Ultra 13,Realme,20527337,4,256,5.5,64,5000,Android,2.9,2023,False
686,Realme Ultra 14,Realme,4076440,16,512,6.1,108,4000,Android,2.2,2022,True
687,Realme Ultra 14,Realme,12059492,6,512,6.5,64,4000,Android,1.6,2021,False
688,Realme Ultra 14,Realme,18840190,12,512,5.5,50,5000,Android,1.3,2024,False
689,Realme Ultra 15,Realme,8457311,12,64,6.4,48,6000,Android,2.1,2020,True
690,Realme Ultra 16,Realme,6675445,4,128,6.7,108,4500,Android,3.0,2021,False
691,Realme Ultra 16,Realme,23427886,12,64,6.4,12,6000,Android,1.9,2021,False
692,Realme Ultra 16,Realme,8883818,4,128,6.5,64,5000,Android,4.1,2022,False
693,Realme Ultra 17,Realme,4420963,6,128,6.1,64,4500,Android,3.1,2024,True
694,Realme Ultra 18,Realme,15859221,12,256,6.1,12,4500,Android,1.5,2024,False
695,Realme Ultra 19,Realme,8778668,6,512,6.8,64,4500,Android,4.1,2020,False
696,Realme Ultra 20,Realme,18754387,6,512,6.4,108,6000,Android,1.8,2024,False
697,Realme Ultra 22,Realme,8370325,12,512,5.5,64,6000,Android,3.7,2023,False
698,Realme Ultra 23,Realme,23530037,8,512,6.1,12,6000,Android,1.7,2023,True
699,Realme Ultra 25,Realme,15125326,12,128,5.5,108,4500,Android,4.1,2023,False
700,Realme Ultra 25,Realme,1543848,12,512,6.1,48,4500,Android,2.9,2020,False
701,Realme Ultra 25,Realme,21232763,12,512,6.5,12,4500,Android,4.6,2023,True
702,Realme Ultra 26,Realme,5753547,6,256,6.7,12,5000,Android,3.0,2022,False
703,Realme Ultra 27,Realme,12913883,8,256,6.7,12,4500,Android,2.6,2022,True
704,Realme Ultra 30,Realme,20152446,16,128,6.8,64,5000,Android,3.7,2021,False
705,Realme Ultra 30,Realme,17919919,8,64,6.7,64,5000,Android,3.0,2023,True
706,Realme Ultra 30,Realme,5282924,12,64,6.7,64,4000,Android,2.9,2021,False
707,Realme Ultra 5,Realme,3857566,4,256,5.5,108,6000,Android,4.4,2019,True
708,Realme Ultra 6,Realme,17223212,8,64,6.7,50,4500,Android,3.8,2021,False
709,Realme Ultra 7,Realme,8688113,8,64,6.1,12,4500,Android,4.9,2022,False
710,Realme Ultra 8,Realme,5851303,16,64,6.1,50,4500,Android,1.2,2020,True
711,Realme Ultra 8,Realme,10582579,16,128,6.1,108,4000,Android,1.5,2020,True
712,Realme Ultra 9,Realme,18859573,6,64,6.4,50,6000,Android,1.1,2022,True
713,Samsung Max 10,Samsung,18839355,4,512,5.5,50,6000,Android,1.4,2020,True
714,Samsung Max 12,Samsung,5388186,16,256,6.5,50,4000,Android,1.2,2019,False
715,Samsung Max 14,Samsung,11392563,6,64,6.4,64,4500,Android,2.1,2022,False
716,Samsung Max 14,Samsung,8625381,12,256,6.8,50,4000,Android,4.8,2023,True
717,Samsung Max 16,Samsung,13957467,12,64,5.5,50,6000,Android,4.9,2020,True
718,Samsung Max 16,Samsung,11941512,12,128,6.7,12,5000,Android,2.9,2019,False
719,Samsung Max 17,Samsung,19005580,16,256,5.5,48,6000,Android,4.0,2021,True
720,Samsung Max 18,Samsung,2363295,12,256,6.1,12,5000,Android,1.1,2019,True
721,Samsung Max 18,Samsung,6767320,8,512,6.7,48,5000,Android,4.8,2023,True
722,Samsung Max 18,Samsung,21222536,12,128,5.5,108,4000,Android,3.3,2023,True
723,Samsung Max 18,Samsung,21006863,16,128,6.4,12,4000,Android,3.0,2020,True
724,Samsung Max 20,Samsung,12339030,8,512,5.5,108,4500,Android,3.0,2023,False
725,Samsung Max 20,Samsung,15573726,12,256,5.5,48,4000,Android,4.1,2021,False
726,Samsung Max 22,Samsung,9529787,4,512,6.7,12,6000,Android,2.9,2024,False
727,Samsung Max 23,Samsung,10595253,4,512,6.1,64,4500,Android,3.2,2024,False
728,Samsung Max 24,Samsung,24283873,8,128,6.4,108,5000,Android,2.8,2022,False
729,Samsung Max 24,Samsung,2913167,8,128,6.5,108,4500,Android,2.3,2020,True
730,Samsung Max 24,Samsung,12193503,12,256,6.4,12,6000,Android,2.6,2022,False
731,Samsung Max 25,Samsung,15252644,12,512,6.1,12,4500,Android,4.6,2021,True
732,Samsung Max 25,Samsung,18491146,4,128,6.4,108,4500,Android,4.5,2019,False
733,Samsung Max 26,Samsung,14950161,12,512,5.5,50,6000,Android,4.3,2021,False
734,Samsung Max 26,Samsung,23051763,4,512,6.5,48,4000,Android,3.9,2019,False
735,Samsung Max 28,Samsung,13219219,4,64,6.7,48,6000,Android,3.2,2021,False
736,Samsung Max 28,Samsung,21458925,4,256,6.8,12,4500,Android,4.3,2020,False
737,Samsung Max 29,Samsung,24261645,16,512,6.7,64,6000,Android,1.2,2023,False
738,Samsung Max 30,Samsung,11718028,8,128,5.5,12,5000,Android,2.1,2022,False
739,Samsung Max 30,Samsung,3866755,8,256,6.7,64,4500,Android,4.5,2023,True
740,Samsung Max 30,Samsung,1987608,6,512,6.1,64,6000,Android,3.1,2021,True
741,Samsung Max 5,Samsung,15247695,8,256,5.5,50,4500,Android,2.3,2019,True
742,Samsung Max 5,Samsung,18642958,8,128,6.4,64,6000,Android,2.4,2021,False
743,Samsung Max 6,Samsung,13745538,16,512,5.5,48,4000,Android,3.9,2019,False
744,Samsung Max 7,Samsung,21033265,6,512,6.7,12,5000,Android,2.2,2023,True
745,Samsung Note 15,Samsung,9414993,16,64,6.1,48,5000,Android,2.6,2019,True
746,Samsung Note 15,Samsung,15426365,6,128,6.1,64,4000,Android,2.3,2019,True
747,Samsung Note 16,Samsung,10835276,12,256,6.4,50,6000,Android,1.5,2023,True
748,Samsung Note 17,Samsung,1609969,4,128,6.4,12,6000,Android,4.9,2023,True
749,Samsung Note 17,Samsung,17552103,16,64,5.5,108,4000,Android,3.9,2020,True
750,Samsung Note 19,Samsung,16161072,16,64,6.5,108,6000,Android,1.2,2023,True
751,Samsung Note 20,Samsung,11989537,12,512,6.5,48,5000,Android,3.1,2022,False
752,Samsung Note 21,Samsung,14835439,12,128,5.5,12,6000,Android,4.5,2020,False
753,Samsung Note 22,Samsung,4749255,6,64,6.8,12,5000,Android,4.4,2022,False
754,Samsung Note 22,Samsung,6086585,6,128,6.5,12,5000,Android,2.4,2022,True
755,Samsung Note 23,Samsung,8749452,6,256,5.5,48,4000,Android,3.6,2023,True
756,Samsung Note 23,Samsung,24060437,8,512,6.7,48,6000,Android,2.4,2019,False
757,Samsung Note 25,Samsung,15516033,6,128,6.8,50,5000,Android,1.3,2023,True
758,Samsung Note 25,Samsung,9121191,16,64,6.5,12,4500,Android,2.9,2020,True
759,Samsung Note 27,Samsung,18589276,12,64,6.1,64,4500,Android,3.9,2023,False
760,Samsung Note 28,Samsung,6923289,6,512,5.5,12,4000,Android,4.2,2019,False
761,Samsung Note 28,Samsung,6659704,8,512,6.7,50,4500,Android,2.3,2022,False
762,Samsung Note 29,Samsung,24208109,6,256,6.4,12,5000,Android,3.6,2020,False
763,Samsung Note 29,Samsung,2453928,8,256,6.8,50,5000,Android,3.1,2021,False
764,Samsung Note 5,Samsung,19876000,8,512,6.5,12,4000,Android,4.8,2022,True
765,Samsung Note 5,Samsung,12619391,4,64,5.5,108,4000,Android,1.8,2021,True
766,Samsung Note 6,Samsung,22245436,6,512,6.8,64,4500,Android,3.2,2024,False
767,Samsung Note 8,Samsung,9638947,4,128,6.7,12,5000,Android,4.0,2019,False
768,Samsung Pro 10,Samsung,15654532,4,128,6.5,50,4000,Android,2.1,2023,True
769,Samsung Pro 13,Samsung,16550691,4,128,6.7,64,5000,Android,3.2,2023,False
770,Samsung Pro 15,Samsung,23057180,4,128,6.8,12,6000,Android,2.2,2022,False
771,Samsung Pro 17,Samsung,14335313,4,512,6.1,48,6000,Android,2.7,2021,True
772,Samsung Pro 17,Samsung,3482554,6,512,6.8,50,4000,Android,2.7,2024,True
773,Samsung Pro 17,Samsung,17417565,6,256,6.5,48,4000,Android,4.9,2022,False
774,Samsung Pro 20,Samsung,21950082,16,256,6.5,108,4500,Android,2.2,2021,True
775,Samsung Pro 21,Samsung,8342812,12,128,6.4,12,4500,Android,3.0,2022,True
776,Samsung Pro 21,Samsung,6188913,12,256,6.8,48,4500,Android,1.8,2019,False
777,Samsung Pro 21,Samsung,12078392,12,64,5.5,64,6000,Android,3.2,2019,True
778,Samsung Pro 22,Samsung,21957828,12,128,6.5,12,6000,Android,4.1,2024,True
779,Samsung Pro 22,Samsung,18105759,16,64,6.7,12,4000,Android,5.0,2023,True
780,Samsung Pro 23,Samsung,22315129,8,256,5.5,12,4000,Android,4.0,2024,False
781,Samsung Pro 25,Samsung,14798198,6,256,6.7,108,4000,Android,1.8,2022,True
782,Samsung Pro 25,Samsung,17631617,6,256,6.4,48,5000,Android,3.9,2023,False
783,Samsung Pro 25,Samsung,21946284,16,64,6.5,12,4000,Android,3.9,2022,True
784,Samsung Pro 26,Samsung,19431235,4,64,6.1,64,5000,Android,4.5,2022,False
785,Samsung Pro 27,Samsung,8078234,16,128,6.1,108,5000,Android,3.8,2024,True
786,Samsung Pro 27,Samsung,21828750,8,128,5.5,48,6000,Android,2.6,2020,True
787,Samsung Pro 29,Samsung,23841161,6,64,6.8,12,6000,Android,3.9,2021,True
788,Samsung Pro 29,Samsung,22680434,12,128,6.1,108,4000,Android,4.0,2019,True
789,Samsung Pro 30,Samsung,8897920,12,512,6.4,108,5000,Android,2.8,2022,True
790,Samsung Pro 5,Samsung,8222336,16,64,6.4,48,4000,Android,2.8,2021,True
791,Samsung Pro 6,Samsung,7226949,12,256,6.8,48,6000,Android,2.8,2023,True
792,Samsung Pro 9,Samsung,16099252,6,128,6.8,64,4500,Android,3.3,2020,True
793,Samsung Pro 9,Samsung,3240576,4,64,6.4,108,6000,Android,2.5,2021,True
794,Samsung Pro 9,Samsung,6833387,6,256,6.8,12,6000,Android,4.1,2019,False
795,Samsung Ultra 10,Samsung,20134627,12,256,6.5,50,6000,Android,3.1,2023,True
796,Samsung Ultra 12,Samsung,19406951,16,512,6.8,108,4000,Android,2.9,2023,True
797,Samsung Ultra 14,Samsung,19887641,4,512,6.5,64,4500,Android,4.7,2023,True
798,Samsung Ultra 14,Samsung,3984532,8,128,6.4,48,6000,Android,4.6,2022,False
799,Samsung Ultra 18,Samsung,1524570,8,128,6.8,64,5000,Android,2.3,2023,True
800,Samsung Ultra 20,Samsung,4233694,16,256,5.5,64,6000,Android,3.7,2021,False
801,Samsung Ultra 20,Samsung,14128594,4,128,6.1,12,4000,Android,4.0,2019,False
802,Samsung Ultra 24,Samsung,9901631,12,64,6.4,12,4500,Android,2.9,2024,False
803,Samsung Ultra 25,Samsung,15978806,6,256,6.8,48,5000,Android,1.0,2019,True
804,Samsung Ultra 26,Samsung,18178686,4,512,6.1,108,4000,Android,1.0,2023,False
805,Samsung Ultra 26,Samsung,3237894,8,64,6.8,48,5000,Android,4.5,2023,True
806,Samsung Ultra 26,Samsung,9632018,16,128,6.7,108,6000,Android,1.6,2023,True
807,Samsung Ultra 26,Samsung,18079343,16,512,6.8,50,6000,Android,2.2,2021,False
808,Samsung Ultra 26,Samsung,11207804,12,256,6.1,64,4000,Android,3.8,2021,False
809,Samsung Ultra 28,Samsung,12168074,4,512,6.1,50,6000,Android,4.9,2021,True
810,Samsung Ultra 28,Samsung,6627638,4,256,6.5,108,6000,Android,4.3,2020,False
811,Samsung Ultra 7,Samsung,1855991,8,128,6.5,64,6000,Android,1.8,2023,False
812,Samsung Ultra 8,Samsung,18248769,6,64,6.4,48,5000,Android,2.2,2019,True
813,Samsung Ultra 9,Samsung,14580784,12,64,6.7,50,4000,Android,3.6,2022,True
814,Vivo Max 10,Vivo,15801842,16,128,6.8,50,5000,Android,2.6,2020,True
815,Vivo Max 12,Vivo,15990864,16,128,6.8,12,4500,Android,1.9,2019,True
816,Vivo Max 13,Vivo,13211798,16,128,6.7,48,5000,Android,1.9,2019,False
817,Vivo Max 15,Vivo,14848840,4,64,6.5,48,6000,Android,1.3,2020,False
818,Vivo Max 16,Vivo,13062991,4,512,6.4,108,6000,Android,2.3,2020,False
819,Vivo Max 17,Vivo,23858993,16,64,5.5,108,4500,Android,2.3,2019,False
820,Vivo Max 17,Vivo,19336961,6,512,6.5,12,4000,Android,3.7,2021,True
821,Vivo Max 18,Vivo,12718450,12,256,6.1,48,6000,Android,4.4,2020,True
822,Vivo Max 20,Vivo,8483654,16,512,6.7,12,4500,Android,3.6,2023,False
823,Vivo Max 20,Vivo,24295423,6,64,6.8,12,6000,Android,3.6,2019,False
824,Vivo Max 20,Vivo,17161206,8,128,5.5,64,4000,Android,1.0,2024,True
825,Vivo Max 22,Vivo,6403617,12,64,6.4,12,4000,Android,3.2,2024,True
826,Vivo Max 22,Vivo,8808804,12,128,6.8,48,5000,Android,3.5,2022,False
827,Vivo Max 22,Vivo,24818356,6,128,6.1,108,6000,Android,4.8,2020,False
828,Vivo Max 23,Vivo,19306399,6,128,6.4,108,6000,Android,1.9,2022,True
829,Vivo Max 23,Vivo,7956105,6,512,5.5,64,5000,Android,1.5,2022,False
830,Vivo Max 23,Vivo,22106182,4,64,6.7,48,6000,Android,3.0,2023,True
831,Vivo Max 25,Vivo,8762609,16,256,6.5,12,4000,Android,4.2,2023,False
832,Vivo Max 25,Vivo,23656448,16,512,6.8,50,4500,Android,1.4,2022,True
833,Vivo Max 28,Vivo,23199905,4,256,5.5,64,6000,Android,1.5,2022,False
834,Vivo Max 28,Vivo,8760117,6,512,6.4,108,4000,Android,3.9,2022,True
835,Vivo Max 29,Vivo,11754999,8,64,6.5,48,4500,Android,1.9,2019,True
836,Vivo Max 5,Vivo,11294002,12,512,6.1,64,6000,Android,3.5,2019,False
837,Vivo Max 5,Vivo,6438133,16,128,6.5,12,4000,Android,3.6,2021,False
838,Vivo Max 5,Vivo,23061947,12,128,6.1,108,6000,Android,2.2,2019,True
839,Vivo Max 5,Vivo,8852580,4,64,6.5,108,5000,Android,2.1,2023,False
840,Vivo Max 7,Vivo,17475120,8,64,6.1,12,4500,Android,4.9,2023,False
841,Vivo Max 7,Vivo,2076163,12,128,6.5,12,5000,Android,3.3,2020,True
842,Vivo Max 7,Vivo,23315535,6,64,6.5,48,4500,Android,3.7,2023,False
843,Vivo Max 8,Vivo,13461216,12,512,6.4,50,4000,Android,4.9,2021,True
844,Vivo Max 9,Vivo,7156708,8,512,6.5,108,6000,Android,4.1,2020,True
845,Vivo Max 9,Vivo,5715418,16,256,6.1,48,6000,Android,4.7,2022,False
846,Vivo Note 10,Vivo,16942759,4,64,5.5,48,4500,Android,4.3,2019,True
847,Vivo Note 11,Vivo,9881053,12,128,6.8,50,6000,Android,4.8,2021,False
848,Vivo Note 11,Vivo,23523848,8,128,6.7,12,4500,Android,3.4,2021,False
849,Vivo Note 11,Vivo,20165495,6,256,6.4,48,4000,Android,1.5,2023,False
850,Vivo Note 12,Vivo,8666064,8,128,6.4,50,5000,Android,3.2,2022,False
851,Vivo Note 13,Vivo,3194283,12,256,6.7,64,6000,Android,1.5,2019,True
852,Vivo Note 13,Vivo,5219669,16,64,6.8,108,6000,Android,3.3,2020,True
853,Vivo Note 16,Vivo,16469521,6,64,6.7,64,5000,Android,4.0,2021,False
854,Vivo Note 16,Vivo,1937352,8,64,6.7,108,4000,Android,1.7,2024,False
855,Vivo Note 19,Vivo,9701677,16,128,6.5,12,5000,Android,4.3,2024,False
856,Vivo Note 20,Vivo,24872568,12,512,5.5,108,5000,Android,2.0,2024,False
857,Vivo Note 21,Vivo,17543198,16,512,6.4,48,6000,Android,1.4,2019,True
858,Vivo Note 21,Vivo,24642910,4,64,6.4,48,4000,Android,3.1,2021,True
859,Vivo Note 21,Vivo,11806922,8,512,6.7,50,4500,Android,1.3,2019,False
860,Vivo Note 23,Vivo,12680260,12,64,6.5,108,4500,Android,4.6,2021,False
861,Vivo Note 24,Vivo,22332523,6,256,6.5,50,5000,Android,2.0,2021,True
862,Vivo Note 24,Vivo,7066102,4,128,6.4,50,4500,Android,2.4,2023,True
863,Vivo Note 26,Vivo,4781927,4,64,6.4,64,6000,Android,3.7,2023,False
864,Vivo Note 7,Vivo,2293427,8,512,6.4,48,4500,Android,3.0,2021,True
865,Vivo Note 9,Vivo,4770379,4,512,6.8,64,4000,Android,3.9,2019,False
866,Vivo Note 9,Vivo,24898026,8,512,6.7,12,5000,Android,2.1,2020,False
867,Vivo Note 9,Vivo,13689700,4,128,6.4,108,4500,Android,2.6,2023,False
868,Vivo Pro 10,Vivo,20530582,8,64,6.7,48,4500,Android,2.9,2019,True
869,Vivo Pro 10,Vivo,9802276,8,256,6.5,48,6000,Android,3.3,2020,False
870,Vivo Pro 11,Vivo,8655493,8,64,6.8,64,5000,Android,3.9,2021,False
871,Vivo Pro 13,Vivo,16874135,6,64,6.8,64,4500,Android,2.9,2020,False
872,Vivo Pro 14,Vivo,24902356,12,64,6.8,12,4000,Android,2.7,2019,False
873,Vivo Pro 16,Vivo,11048595,6,512,5.5,48,4000,Android,2.8,2021,True
874,Vivo Pro 16,Vivo,11804628,4,64,6.8,50,4500,Android,2.5,2021,True
875,Vivo Pro 16,Vivo,4309809,12,64,5.5,48,4000,Android,2.6,2019,True
876,Vivo Pro 19,Vivo,14208269,4,512,6.8,50,5000,Android,1.3,2022,False
877,Vivo Pro 19,Vivo,21961694,8,64,5.5,48,4000,Android,2.3,2022,False
878,Vivo Pro 20,Vivo,5942946,4,256,6.7,50,4000,Android,1.9,2023,False
879,Vivo Pro 20,Vivo,4335923,16,128,6.8,50,4000,Android,4.0,2020,False
880,Vivo Pro 21,Vivo,10116392,4,64,6.5,108,5000,Android,4.5,2023,False
881,Vivo Pro 23,Vivo,21423889,6,128,6.7,12,6000,Android,2.2,2019,False
882,Vivo Pro 23,Vivo,21597718,8,512,6.1,50,6000,Android,1.7,2021,False
883,Vivo Pro 23,Vivo,16013329,8,128,6.7,108,4000,Android,1.2,2020,False
884,Vivo Pro 23,Vivo,20603075,8,64,6.7,12,4500,Android,3.8,2024,False
885,Vivo Pro 24,Vivo,18966488,16,512,6.8,50,5000,Android,2.5,2020,False
886,Vivo Pro 25,Vivo,14702665,6,512,5.5,48,5000,Android,4.8,2021,True
887,Vivo Pro 27,Vivo,21281333,8,512,5.5,48,5000,Android,4.1,2023,True
888,Vivo Pro 28,Vivo,17888050,8,512,6.1,48,4000,Android,1.4,2019,False
889,Vivo Pro 28,Vivo,21738855,16,256,6.1,108,6000,Android,2.1,2023,True
890,Vivo Pro 28,Vivo,2569620,12,512,6.8,64,4000,Android,4.7,2023,True
891,Vivo Pro 29,Vivo,21417593,4,64,6.5,12,6000,Android,1.8,2022,True
892,Vivo Pro 29,Vivo,7297723,12,256,6.7,50,4000,Android,1.4,2024,False
893,Vivo Pro 30,Vivo,19926034,16,64,6.5,64,5000,Android,1.5,2024,True
894,Vivo Pro 5,Vivo,4970315,4,256,6.1,12,4000,Android,2.2,2021,True
895,Vivo Pro 5,Vivo,18250821,6,64,6.5,108,6000,Android,3.6,2022,True
896,Vivo Pro 6,Vivo,7113981,8,64,6.1,48,4500,Android,3.6,2019,True
897,Vivo Pro 7,Vivo,8933014,12,128,6.5,50,4000,Android,1.4,2020,True
898,Vivo Ultra 12,Vivo,20788853,16,512,6.1,108,5000,Android,4.5,2020,False
899,Vivo Ultra 13,Vivo,9089429,6,512,6.8,48,6000,Android,1.1,2022,True
900,Vivo Ultra 13,Vivo,16249626,6,512,6.7,50,4000,Android,3.7,2023,True
901,Vivo Ultra 14,Vivo,2671752,16,512,6.8,50,5000,Android,1.2,2020,True
902,Vivo Ultra 15,Vivo,2185359,16,256,6.5,50,5000,Android,4.7,2022,True
903,Vivo Ultra 15,Vivo,10385010,12,128,6.7,48,4500,Android,4.8,2019,True
904,Vivo Ultra 18,Vivo,24425431,16,256,6.7,108,5000,Android,2.5,2023,False
905,Vivo Ultra 18,Vivo,24088342,6,128,6.5,48,5000,Android,4.6,2023,True
906,Vivo Ultra 18,Vivo,18228986,4,128,6.5,108,6000,Android,4.9,2020,True
907,Vivo Ultra 20,Vivo,5340081,4,64,6.4,12,4000,Android,4.7,2020,False
908,Vivo Ultra 20,Vivo,17669319,16,256,6.4,48,4500,Android,3.5,2023,False
909,Vivo Ultra 20,Vivo,13351314,16,64,6.8,50,6000,Android,3.4,2022,True
910,Vivo Ultra 22,Vivo,24192734,4,128,6.1,64,6000,Android,1.8,2024,True
911,Vivo Ultra 23,Vivo,18788759,12,128,6.7,64,5000,Android,1.9,2020,False
912,Vivo Ultra 25,Vivo,21541669,6,64,6.7,64,4500,Android,4.6,2021,False
913,Vivo Ultra 25,Vivo,9472567,6,128,5.5,50,5000,Android,1.8,2020,False
914,Vivo Ultra 27,Vivo,15270203,16,512,6.4,12,4000,Android,1.3,2022,False
915,Vivo Ultra 29,Vivo,10382846,16,256,6.4,12,4000,Android,1.1,2020,True
916,Vivo Ultra 5,Vivo,17650455,16,64,6.5,64,4000,Android,1.9,2022,True
